2018-01-10 01:51:58.085 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.ProductServiceTest], using SpringBootContextLoader
2018-01-10 02:02:56.862 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.pool:name=dataSource,type=DruidDataSource]
2018-01-10 02:02:56.883 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2018-01-10 02:02:56.902 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2018-01-10 02:02:56.925 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2018-01-10 02:02:56.973 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http)
2018-01-10 02:02:56.993 [main] INFO  com.bioodas.seckill.MainApplication - Started MainApplication in 8.511 seconds (JVM running for 10.264)
2018-01-10 02:03:11.961 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/seckill] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-01-10 02:03:11.965 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2018-01-10 02:03:12.019 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 54 ms
2018-01-10 02:03:45.893 [http-nio-8080-exec-4] INFO  org.thymeleaf.TemplateEngine - [THYMELEAF] INITIALIZING TEMPLATE ENGINE
2018-01-10 02:03:46.053 [http-nio-8080-exec-4] INFO  o.t.templateresolver.AbstractTemplateResolver - [THYMELEAF] INITIALIZING TEMPLATE RESOLVER: org.thymeleaf.spring4.templateresolver.SpringResourceTemplateResolver
2018-01-10 02:03:46.054 [http-nio-8080-exec-4] INFO  o.t.templateresolver.AbstractTemplateResolver - [THYMELEAF] TEMPLATE RESOLVER INITIALIZED OK
2018-01-10 02:03:46.054 [http-nio-8080-exec-4] INFO  o.t.messageresolver.AbstractMessageResolver - [THYMELEAF] INITIALIZING MESSAGE RESOLVER: org.thymeleaf.spring4.messageresolver.SpringMessageResolver
2018-01-10 02:03:46.054 [http-nio-8080-exec-4] INFO  o.t.messageresolver.AbstractMessageResolver - [THYMELEAF] MESSAGE RESOLVER INITIALIZED OK
2018-01-10 02:03:46.065 [http-nio-8080-exec-4] INFO  org.thymeleaf.TemplateEngine.CONFIG - [THYMELEAF] TEMPLATE ENGINE CONFIGURATION:
[THYMELEAF] * Cache Factory implementation: org.thymeleaf.cache.StandardCacheManager
[THYMELEAF] * Template modes:
[THYMELEAF]     * XML
[THYMELEAF]     * LEGACYHTML5
[THYMELEAF]     * VALIDXHTML
[THYMELEAF]     * VALIDXML
[THYMELEAF]     * HTML5
[THYMELEAF]     * XHTML
[THYMELEAF] * Template resolvers (in order):
[THYMELEAF]     * org.thymeleaf.spring4.templateresolver.SpringResourceTemplateResolver
[THYMELEAF] * Message resolvers (in order):
[THYMELEAF]     * org.thymeleaf.spring4.messageresolver.SpringMessageResolver
[THYMELEAF] * Dialect [1 of 2]: org.thymeleaf.spring4.dialect.SpringStandardDialect
[THYMELEAF]     * Prefix: "th"
[THYMELEAF] * Dialect [2 of 2]: nz.net.ultraq.thymeleaf.LayoutDialect
[THYMELEAF]     * Prefix: "layout"
[THYMELEAF] TEMPLATE ENGINE CONFIGURED OK
2018-01-10 02:03:46.065 [http-nio-8080-exec-4] INFO  org.thymeleaf.TemplateEngine - [THYMELEAF] TEMPLATE ENGINE INITIALIZED
2018-01-10 02:03:51.752 [http-nio-8080-exec-5] INFO  com.bioodas.seckill.service.impl.LoginServiceImpl - 17783253569:5ce6b5edb7d11813fb2b62bc2fdb6330
2018-01-10 02:03:52.025 [http-nio-8080-exec-5] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-01-10 02:03:53.124 [http-nio-8080-exec-5] INFO  com.bioodas.seckill.service.impl.LoginServiceImpl - com.bioodas.seckill.entity.User={
  "id": "111",
  "mobile": "17783253569",
  "nickname": "tanglingyun",
  "password": "37a0d56bffb1524b9f8719e0a1faa942",
  "salt": "1514742677242850681",
  "loginCount": 0
}
2018-01-10 02:03:53.143 [http-nio-8080-exec-5] INFO  com.bioodas.seckill.service.impl.LoginServiceImpl - calcPass:37a0d56bffb1524b9f8719e0a1faa942
2018-01-10 02:13:44.511 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.ProductServiceTest], using SpringBootContextLoader
2018-01-10 02:13:44.526 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.bioodas.seckill.service.ProductServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-01-10 02:13:44.528 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.bioodas.seckill.service.ProductServiceTest]: ProductServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-01-10 02:13:44.763 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.bioodas.seckill.MainApplication for test class com.bioodas.seckill.service.ProductServiceTest
2018-01-10 02:13:44.781 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-01-10 02:13:44.816 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6e0dec4a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@96def03, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5ccddd20, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1ed1993a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1f3f4916, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@794cb805, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4b5a5ed1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@59d016c9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@3cc2931c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@20d28811, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3967e60c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@60d8c9b7]
2018-01-10 02:13:45.376 [main] INFO  com.bioodas.seckill.service.ProductServiceTest - Starting ProductServiceTest on Mick with PID 8008 (started by Administrator in E:\dev\seckill)
2018-01-10 02:13:45.379 [main] INFO  com.bioodas.seckill.service.ProductServiceTest - No active profile set, falling back to default profiles: default
2018-01-10 02:13:45.816 [main] INFO  o.s.w.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:13:45 CST 2018]; root of context hierarchy
2018-01-10 02:13:45.865 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-01-10 02:13:46.878 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-01-10 02:13:47.420 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-01-10 02:13:49.356 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:13:45 CST 2018]; root of context hierarchy
2018-01-10 02:13:49.461 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.LoginController.index()
2018-01-10 02:13:49.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[POST]}" onto public com.bioodas.seckill.vo.ResultVO<?> com.bioodas.seckill.web.controller.LoginController.login(javax.servlet.http.HttpServletResponse,com.bioodas.seckill.web.form.UserForm)
2018-01-10 02:13:49.464 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/list],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.ProductController.list(org.springframework.ui.Model,com.bioodas.seckill.entity.User)
2018-01-10 02:13:49.465 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/demo/test],methods=[GET]}" onto public java.lang.Object com.bioodas.seckill.web.controller.SampleController.thymeleaf()
2018-01-10 02:13:49.468 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-01-10 02:13:49.469 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-01-10 02:13:49.524 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:13:49.524 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:13:49.548 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in seckillExceptionHandler
2018-01-10 02:13:49.589 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:13:50.521 [main] INFO  o.s.w.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2018-01-10 02:13:50.868 [main] INFO  com.bioodas.seckill.service.ProductServiceTest - Started ProductServiceTest in 5.895 seconds (JVM running for 7.591)
2018-01-10 02:13:51.325 [Thread-4] INFO  o.s.w.context.support.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:13:45 CST 2018]; root of context hierarchy
2018-01-10 02:22:34.601 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.ProductServiceTest], using SpringBootContextLoader
2018-01-10 02:22:34.615 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.bioodas.seckill.service.ProductServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-01-10 02:22:34.617 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.bioodas.seckill.service.ProductServiceTest]: ProductServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-01-10 02:22:34.823 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.bioodas.seckill.MainApplication for test class com.bioodas.seckill.service.ProductServiceTest
2018-01-10 02:22:34.837 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-01-10 02:22:34.868 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6e0dec4a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@96def03, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5ccddd20, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1ed1993a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1f3f4916, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@794cb805, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4b5a5ed1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@59d016c9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@3cc2931c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@20d28811, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3967e60c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@60d8c9b7]
2018-01-10 02:22:35.469 [main] INFO  com.bioodas.seckill.service.ProductServiceTest - Starting ProductServiceTest on Mick with PID 4264 (started by Administrator in E:\dev\seckill)
2018-01-10 02:22:35.472 [main] INFO  com.bioodas.seckill.service.ProductServiceTest - No active profile set, falling back to default profiles: default
2018-01-10 02:22:35.978 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-01-10 02:22:35.995 [main] INFO  o.s.w.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:22:35 CST 2018]; root of context hierarchy
2018-01-10 02:22:37.053 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-01-10 02:22:37.602 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-01-10 02:22:40.827 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:22:35 CST 2018]; root of context hierarchy
2018-01-10 02:22:40.941 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.LoginController.index()
2018-01-10 02:22:40.943 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[POST]}" onto public com.bioodas.seckill.vo.ResultVO<?> com.bioodas.seckill.web.controller.LoginController.login(javax.servlet.http.HttpServletResponse,com.bioodas.seckill.web.form.UserForm)
2018-01-10 02:22:40.944 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/list],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.ProductController.list(org.springframework.ui.Model,com.bioodas.seckill.entity.User)
2018-01-10 02:22:40.946 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/demo/test],methods=[GET]}" onto public java.lang.Object com.bioodas.seckill.web.controller.SampleController.thymeleaf()
2018-01-10 02:22:40.949 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-01-10 02:22:40.949 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-01-10 02:22:41.013 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:22:41.013 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:22:41.049 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in seckillExceptionHandler
2018-01-10 02:22:41.100 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:22:42.088 [main] INFO  o.s.w.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2018-01-10 02:22:42.459 [main] INFO  com.bioodas.seckill.service.ProductServiceTest - Started ProductServiceTest in 7.407 seconds (JVM running for 9.173)
2018-01-10 02:22:42.646 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-01-10 02:22:43.421 [Thread-4] INFO  o.s.w.context.support.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:22:35 CST 2018]; root of context hierarchy
2018-01-10 02:22:43.436 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-01-10 02:22:55.861 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.ProductServiceTest], using SpringBootContextLoader
2018-01-10 02:22:55.874 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.bioodas.seckill.service.ProductServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-01-10 02:22:55.876 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.bioodas.seckill.service.ProductServiceTest]: ProductServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-01-10 02:22:56.092 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.bioodas.seckill.MainApplication for test class com.bioodas.seckill.service.ProductServiceTest
2018-01-10 02:22:56.104 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-01-10 02:22:56.131 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6e0dec4a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@96def03, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5ccddd20, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1ed1993a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1f3f4916, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@794cb805, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4b5a5ed1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@59d016c9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@3cc2931c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@20d28811, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3967e60c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@60d8c9b7]
2018-01-10 02:22:56.713 [main] INFO  com.bioodas.seckill.service.ProductServiceTest - Starting ProductServiceTest on Mick with PID 5096 (started by Administrator in E:\dev\seckill)
2018-01-10 02:22:56.716 [main] INFO  com.bioodas.seckill.service.ProductServiceTest - No active profile set, falling back to default profiles: default
2018-01-10 02:22:57.038 [main] INFO  o.s.w.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:22:57 CST 2018]; root of context hierarchy
2018-01-10 02:22:57.332 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-01-10 02:22:58.075 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-01-10 02:22:58.581 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-01-10 02:23:00.780 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:22:57 CST 2018]; root of context hierarchy
2018-01-10 02:23:00.886 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.LoginController.index()
2018-01-10 02:23:00.888 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/login],methods=[POST]}" onto public com.bioodas.seckill.vo.ResultVO<?> com.bioodas.seckill.web.controller.LoginController.login(javax.servlet.http.HttpServletResponse,com.bioodas.seckill.web.form.UserForm)
2018-01-10 02:23:00.889 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/list],methods=[GET]}" onto public java.lang.String com.bioodas.seckill.web.controller.ProductController.list(org.springframework.ui.Model,com.bioodas.seckill.entity.User)
2018-01-10 02:23:00.891 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/demo/test],methods=[GET]}" onto public java.lang.Object com.bioodas.seckill.web.controller.SampleController.thymeleaf()
2018-01-10 02:23:00.893 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-01-10 02:23:00.894 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-01-10 02:23:00.953 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:23:00.953 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:23:00.980 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in seckillExceptionHandler
2018-01-10 02:23:01.020 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-10 02:23:01.978 [main] INFO  o.s.w.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2018-01-10 02:23:02.310 [main] INFO  com.bioodas.seckill.service.ProductServiceTest - Started ProductServiceTest in 6.015 seconds (JVM running for 7.753)
2018-01-10 02:23:02.462 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-01-10 02:23:03.274 [Thread-4] INFO  o.s.w.context.support.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@6fd83fc1: startup date [Wed Jan 10 02:22:57 CST 2018]; root of context hierarchy
2018-01-10 02:23:03.284 [Thread-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-01-10 02:25:05.775 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.bioodas.seckill.service.UserServiceTest], using SpringBootContextLoader
2018-01-10 02:25:05.800 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.bioodas.seckill.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-01-10 02:25:05.803 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.bioodas.seckill.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-01-10 02:25:06.164 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.bioodas.seckill.MainApplication for test class com.bioodas.seckill.service.UserServiceTest
